"","x"
"5436","CD8+ T-cells"
"5437","CD4+ T-cells"
"5438","CD8+ T-cells"
"5439","B-cells"
"5440","CD4+ T-cells"
"5441","CD4+ T-cells"
"5442","Monocytes"
"5443","CD4+ T-cells"
"5444","Monocytes"
"5445","CD8+ T-cells"
"5446","B-cells"
"5447","B-cells"
"5448","Monocytes"
"5449","CD8+ T-cells"
"5450","CD4+ T-cells"
"5451","CD8+ T-cells"
"5452","CD8+ T-cells"
"5453","NK cells"
"5454","CD8+ T-cells"
"5455","CD8+ T-cells"
"5456","CD8+ T-cells"
"5457","CD8+ T-cells"
"5458","B-cells"
"5459","CD4+ T-cells"
"5460","Monocytes"
"5461","Monocytes"
"5462","CD8+ T-cells"
"5463","Monocytes"
"5464","CD4+ T-cells"
"5465","CD8+ T-cells"
"5466","CD4+ T-cells"
"5467","Monocytes"
"5468","B-cells"
"5469","CD4+ T-cells"
"5470","Monocytes"
"5471","Monocytes"
"5472","B-cells"
"5473","B-cells"
"5474","Monocytes"
"5475","CD4+ T-cells"
"5476","CD8+ T-cells"
"5477","CD8+ T-cells"
"5478","B-cells"
"5479","CD4+ T-cells"
"5480","CD8+ T-cells"
"5481","CD4+ T-cells"
"5482","Monocytes"
"5483","CD8+ T-cells"
"5484","CD4+ T-cells"
"5485","CD4+ T-cells"
"5486","B-cells"
"5487","CD8+ T-cells"
"5488","NK cells"
"5489","Monocytes"
"5490","CD4+ T-cells"
"5491","CD8+ T-cells"
"5492","Monocytes"
"5493","CD4+ T-cells"
"5494","CD8+ T-cells"
"5495","CD4+ T-cells"
"5496","CD4+ T-cells"
"5497","CD8+ T-cells"
"5498","CD8+ T-cells"
"5499","NK cells"
"5500","CD4+ T-cells"
"5501","CD8+ T-cells"
"5502","CD4+ T-cells"
"5503","B-cells"
"5504","Monocytes"
"5505","CD4+ T-cells"
"5506","B-cells"
"5507","Monocytes"
"5508","B-cells"
"5509","CD4+ T-cells"
"5510","CD8+ T-cells"
"5511","B-cells"
"5512","Monocytes"
"5513","B-cells"
"5514","CD4+ T-cells"
"5515","CD8+ T-cells"
"5516","B-cells"
"5517","CD4+ T-cells"
"5518","CD4+ T-cells"
"5519","Monocytes"
"5520","NK cells"
"5521","CD8+ T-cells"
"5522","CD8+ T-cells"
"5523","CD8+ T-cells"
"5524","CD4+ T-cells"
"5525","CD8+ T-cells"
"5526","CD8+ T-cells"
"5527","NK cells"
"5528","CD4+ T-cells"
"5529","CD8+ T-cells"
"5530","B-cells"
"5531","CD4+ T-cells"
"5532","NK cells"
"5533","CD4+ T-cells"
"5534","B-cells"
"5535","CD8+ T-cells"
"5536","Monocytes"
"5537","Monocytes"
"5538","Monocytes"
"5539","CD4+ T-cells"
"5540","CD4+ T-cells"
"5541","CD8+ T-cells"
"5542","CD4+ T-cells"
"5543","B-cells"
"5544","Monocytes"
"5545","CD4+ T-cells"
"5546","Monocytes"
"5547","B-cells"
"5548","CD8+ T-cells"
"5549","Monocytes"
"5550","Monocytes"
"5551","B-cells"
"5552","CD4+ T-cells"
"5553","CD4+ T-cells"
"5554","CD4+ T-cells"
"5555","CD4+ T-cells"
"5556","B-cells"
"5557","CD4+ T-cells"
"5558","Monocytes"
"5559","B-cells"
"5560","Monocytes"
"5561","CD8+ T-cells"
"5562","CD8+ T-cells"
"5563","CD8+ T-cells"
"5564","NK cells"
"5565","CD8+ T-cells"
"5566","Monocytes"
"5567","CD8+ T-cells"
"5568","CD4+ T-cells"
"5569","CD8+ T-cells"
"5570","B-cells"
"5571","CD4+ T-cells"
"5572","CD4+ T-cells"
"5573","CD8+ T-cells"
"5574","B-cells"
"5575","Monocytes"
"5576","B-cells"
"5577","Monocytes"
"5578","CD4+ T-cells"
"5579","CD8+ T-cells"
"5580","CD8+ T-cells"
"5581","B-cells"
"5582","CD4+ T-cells"
"5583","CD4+ T-cells"
"5584","CD8+ T-cells"
"5585","B-cells"
"5586","Monocytes"
"5587","CD4+ T-cells"
"5588","CD8+ T-cells"
"5589","Monocytes"
"5590","B-cells"
"5591","NK cells"
"5592","CD8+ T-cells"
"5593","CD8+ T-cells"
"5594","NK cells"
"5595","B-cells"
"5596","CD4+ T-cells"
"5597","Monocytes"
"5598","CD4+ T-cells"
"5599","Monocytes"
"5600","CD8+ T-cells"
"5601","Monocytes"
"5602","Monocytes"
"5603","Monocytes"
"5604","B-cells"
"5605","Monocytes"
"5606","CD8+ T-cells"
"5607","CD8+ T-cells"
"5608","B-cells"
"5609","CD4+ T-cells"
"5610","CD4+ T-cells"
"5611","CD4+ T-cells"
"5612","CD8+ T-cells"
"5613","CD8+ T-cells"
"5614","B-cells"
"5615","CD4+ T-cells"
"5616","B-cells"
"5617","Monocytes"
"5618","CD8+ T-cells"
"5619","Monocytes"
"5620","CD8+ T-cells"
"5621","Monocytes"
"5622","CD8+ T-cells"
"5623","CD8+ T-cells"
"5624","CD4+ T-cells"
"5625","CD8+ T-cells"
"5626","CD8+ T-cells"
"5627","CD4+ T-cells"
"5628","CD8+ T-cells"
"5629","CD4+ T-cells"
"5630","CD4+ T-cells"
"5631","CD8+ T-cells"
"5632","B-cells"
"5633","Monocytes"
"5634","CD8+ T-cells"
"5635","CD8+ T-cells"
"5636","CD8+ T-cells"
"5637","Monocytes"
"5638","CD8+ T-cells"
"5639","Monocytes"
"5640","CD4+ T-cells"
"5641","CD8+ T-cells"
"5642","CD4+ T-cells"
"5643","CD8+ T-cells"
"5644","Monocytes"
"5645","CD8+ T-cells"
"5646","NK cells"
"5647","B-cells"
"5648","CD8+ T-cells"
"5649","CD4+ T-cells"
"5650","CD8+ T-cells"
"5651","NK cells"
"5652","CD4+ T-cells"
"5653","CD4+ T-cells"
"5654","Monocytes"
"5655","CD4+ T-cells"
"5656","CD8+ T-cells"
"5657","Monocytes"
"5658","Monocytes"
"5659","CD4+ T-cells"
"5660","CD8+ T-cells"
"5661","Monocytes"
"5662","Monocytes"
"5663","CD4+ T-cells"
"5664","CD4+ T-cells"
"5665","CD4+ T-cells"
"5666","Monocytes"
"5667","CD8+ T-cells"
"5668","CD4+ T-cells"
"5669","Monocytes"
"5670","CD8+ T-cells"
"5671","CD4+ T-cells"
"5672","CD4+ T-cells"
"5673","B-cells"
"5674","CD8+ T-cells"
"5675","B-cells"
"5676","CD8+ T-cells"
"5677","CD4+ T-cells"
"5678","CD8+ T-cells"
"5679","CD4+ T-cells"
"5680","Monocytes"
"5681","CD8+ T-cells"
"5682","B-cells"
"5683","CD8+ T-cells"
"5684","CD8+ T-cells"
"5685","CD4+ T-cells"
"5686","CD8+ T-cells"
"5687","CD4+ T-cells"
"5688","Monocytes"
"5689","NK cells"
"5690","Monocytes"
"5691","CD8+ T-cells"
"5692","CD8+ T-cells"
"5693","CD8+ T-cells"
"5694","B-cells"
"5695","CD8+ T-cells"
"5696","CD8+ T-cells"
"5697","CD4+ T-cells"
"5698","Monocytes"
"5699","CD8+ T-cells"
"5700","B-cells"
"5701","CD4+ T-cells"
"5702","CD8+ T-cells"
"5703","NK cells"
"5704","B-cells"
"5705","CD8+ T-cells"
"5706","B-cells"
"5707","CD4+ T-cells"
"5708","CD8+ T-cells"
"5709","CD8+ T-cells"
"5710","NK cells"
"5711","Monocytes"
"5712","CD8+ T-cells"
"5713","CD8+ T-cells"
"5714","Monocytes"
"5715","CD4+ T-cells"
"5716","Monocytes"
"5717","CD4+ T-cells"
"5718","CD8+ T-cells"
"5719","CD4+ T-cells"
"5720","CD8+ T-cells"
"5721","CD8+ T-cells"
"5722","NK cells"
"5723","CD8+ T-cells"
"5724","Monocytes"
"5725","CD8+ T-cells"
"5726","CD8+ T-cells"
"5727","B-cells"
"5728",NA
"5729","CD8+ T-cells"
"5730","Monocytes"
"5731","CD4+ T-cells"
"5732","CD8+ T-cells"
"5733","CD8+ T-cells"
"5734","CD4+ T-cells"
"5735","CD8+ T-cells"
"5736","Monocytes"
"5737","B-cells"
"5738","CD8+ T-cells"
"5739","CD8+ T-cells"
"5740","CD4+ T-cells"
"5741","Monocytes"
"5742","B-cells"
"5743","Monocytes"
"5744","CD8+ T-cells"
"5745","CD8+ T-cells"
"5746","CD8+ T-cells"
"5747","CD8+ T-cells"
"5748","Monocytes"
"5749","CD8+ T-cells"
"5750","B-cells"
"5751","CD8+ T-cells"
"5752","B-cells"
"5753","CD8+ T-cells"
"5754","CD8+ T-cells"
"5755","CD4+ T-cells"
"5756","CD8+ T-cells"
"5757","Monocytes"
"5758","Monocytes"
"5759","CD4+ T-cells"
"5760","CD8+ T-cells"
"5761","Monocytes"
"5762","Monocytes"
"5763","CD8+ T-cells"
"5764","B-cells"
"5765","CD4+ T-cells"
"5766","CD4+ T-cells"
"5767","Monocytes"
"5768","CD8+ T-cells"
"5769","CD8+ T-cells"
"5770","B-cells"
"5771","CD4+ T-cells"
"5772","Monocytes"
"5773","CD4+ T-cells"
"5774","CD8+ T-cells"
"5775","CD4+ T-cells"
"5776","Monocytes"
"5777","CD4+ T-cells"
"5778","B-cells"
"5779","CD8+ T-cells"
"5780","CD4+ T-cells"
"5781","CD8+ T-cells"
"5782","CD8+ T-cells"
"5783","Monocytes"
"5784","Monocytes"
"5785","CD8+ T-cells"
"5786","B-cells"
"5787","CD8+ T-cells"
"5788","CD8+ T-cells"
"5789","CD8+ T-cells"
"5790","Monocytes"
"5791","NK cells"
"5792","Monocytes"
"5793","CD8+ T-cells"
"5794","CD8+ T-cells"
"5795","CD8+ T-cells"
"5796","CD8+ T-cells"
"5797","B-cells"
"5798","CD4+ T-cells"
"5799","Monocytes"
"5800","CD4+ T-cells"
"5801","CD8+ T-cells"
"5802","CD8+ T-cells"
"5803","B-cells"
"5804","CD8+ T-cells"
"5805","CD8+ T-cells"
"5806","CD8+ T-cells"
"5807","Monocytes"
"5808","CD8+ T-cells"
"5809","Monocytes"
"5810","CD4+ T-cells"
"5811","CD8+ T-cells"
"5812","CD8+ T-cells"
"5813","CD8+ T-cells"
"5814","CD8+ T-cells"
"5815","CD8+ T-cells"
"5816","Monocytes"
"5817","CD4+ T-cells"
"5818","B-cells"
"5819","Monocytes"
"5820","B-cells"
"5821","Monocytes"
"5822","CD4+ T-cells"
"5823","CD8+ T-cells"
"5824","CD4+ T-cells"
"5825","Monocytes"
"5826","CD8+ T-cells"
"5827","CD8+ T-cells"
"5828","CD8+ T-cells"
"5829","NK cells"
"5830","Monocytes"
"5831","CD8+ T-cells"
"5832","NK cells"
"5833","CD8+ T-cells"
"5834","NK cells"
"5835","CD4+ T-cells"
"5836","CD8+ T-cells"
"5837","CD4+ T-cells"
"5838","B-cells"
"5839","CD8+ T-cells"
"5840","CD8+ T-cells"
"5841","CD8+ T-cells"
"5842","CD8+ T-cells"
"5843","CD4+ T-cells"
"5844","B-cells"
"5845","CD8+ T-cells"
"5846","Monocytes"
"5847","CD4+ T-cells"
"5848","CD8+ T-cells"
"5849","CD8+ T-cells"
"5850","CD8+ T-cells"
"5851","Monocytes"
"5852","NK cells"
"5853","NK cells"
"5854","B-cells"
"5855","CD8+ T-cells"
"5856","B-cells"
"5857","NK cells"
"5858","B-cells"
"5859","NK cells"
"5860","Monocytes"
"5861","Monocytes"
"5862","Monocytes"
"5863","Monocytes"
"5864","Monocytes"
"5865","Monocytes"
"5866","CD8+ T-cells"
"5867","CD4+ T-cells"
"5868","Monocytes"
"5869","CD4+ T-cells"
"5870","CD4+ T-cells"
"5871","Monocytes"
"5872","CD8+ T-cells"
"5873","B-cells"
"5874","CD8+ T-cells"
"5875","B-cells"
"5876","CD8+ T-cells"
"5877","CD8+ T-cells"
"5878","CD8+ T-cells"
"5879","B-cells"
"5880","Monocytes"
"5881","CD8+ T-cells"
"5882","CD8+ T-cells"
"5883","B-cells"
"5884","CD8+ T-cells"
"5885","NK cells"
"5886","Monocytes"
"5887","Monocytes"
"5888","B-cells"
"5889","CD4+ T-cells"
"5890","Monocytes"
"5891","CD8+ T-cells"
"5892","CD4+ T-cells"
"5893","Monocytes"
"5894","CD8+ T-cells"
"5895","CD8+ T-cells"
"5896","B-cells"
"5897","CD4+ T-cells"
"5898","CD8+ T-cells"
"5899","CD8+ T-cells"
"5900","CD4+ T-cells"
"5901","Monocytes"
"5902","B-cells"
"5903","Monocytes"
"5904","CD4+ T-cells"
"5905","Monocytes"
"5906","CD8+ T-cells"
"5907","CD8+ T-cells"
"5908","CD8+ T-cells"
"5909","CD8+ T-cells"
"5910","CD4+ T-cells"
"5911","CD8+ T-cells"
"5912","Monocytes"
"5913","Monocytes"
"5914","Monocytes"
"5915","Monocytes"
"5916","Monocytes"
"5917","CD8+ T-cells"
"5918","Monocytes"
"5919","CD4+ T-cells"
"5920","CD4+ T-cells"
"5921","CD8+ T-cells"
"5922","CD8+ T-cells"
"5923","CD4+ T-cells"
"5924","CD4+ T-cells"
"5925","B-cells"
"5926","CD8+ T-cells"
"5927","B-cells"
"5928","B-cells"
"5929","B-cells"
"5930","CD8+ T-cells"
"5931","B-cells"
"5932","Monocytes"
"5933","B-cells"
"5934","Monocytes"
"5935","Monocytes"
"5936","B-cells"
"5937","Monocytes"
"5938","NK cells"
"5939","CD8+ T-cells"
"5940","CD8+ T-cells"
"5941","Monocytes"
"5942","CD8+ T-cells"
"5943","CD8+ T-cells"
"5944","NK cells"
"5945","Monocytes"
"5946","CD4+ T-cells"
"5947","CD8+ T-cells"
"5948","CD8+ T-cells"
"5949","CD8+ T-cells"
"5950","CD8+ T-cells"
"5951","CD8+ T-cells"
"5952","Monocytes"
"5953","Monocytes"
"5954","CD8+ T-cells"
"5955","B-cells"
"5956","Monocytes"
"5957","CD8+ T-cells"
"5958","NK cells"
"5959","Monocytes"
"5960","NK cells"
"5961","CD8+ T-cells"
"5962","B-cells"
"5963","NK cells"
"5964","NK cells"
"5965","CD8+ T-cells"
"5966","CD8+ T-cells"
"5967","CD8+ T-cells"
"5968","B-cells"
"5969","CD4+ T-cells"
"5970","CD8+ T-cells"
"5971","B-cells"
"5972","CD4+ T-cells"
"5973","Monocytes"
"5974","CD8+ T-cells"
"5975","B-cells"
"5976","Monocytes"
"5977","B-cells"
"5978","B-cells"
"5979","CD4+ T-cells"
"5980","NK cells"
"5981","CD8+ T-cells"
"5982","NK cells"
"5983","CD8+ T-cells"
"5984","Monocytes"
"5985","NK cells"
"5986","CD4+ T-cells"
"5987","CD8+ T-cells"
"5988","NK cells"
"5989","B-cells"
"5990","Monocytes"
"5991","Monocytes"
"5992","CD4+ T-cells"
"5993","B-cells"
"5994","NK cells"
"5995","Monocytes"
"5996","CD8+ T-cells"
"5997","CD8+ T-cells"
"5998","CD4+ T-cells"
"5999","B-cells"
"6000","CD8+ T-cells"
"6001","Monocytes"
"6002","CD8+ T-cells"
"6003","CD8+ T-cells"
"6004","Monocytes"
"6005","B-cells"
"6006","Monocytes"
"6007","CD4+ T-cells"
"6008","CD8+ T-cells"
"6009","CD8+ T-cells"
"6010","Monocytes"
"6011","CD4+ T-cells"
"6012","CD8+ T-cells"
"6013","CD4+ T-cells"
"6014","B-cells"
"6015","CD4+ T-cells"
"6016","Monocytes"
"6017","B-cells"
"6018","NK cells"
"6019","Monocytes"
"6020","Monocytes"
"6021","Monocytes"
"6022","B-cells"
"6023","B-cells"
"6024","CD8+ T-cells"
"6025","CD8+ T-cells"
"6026","Monocytes"
"6027","CD8+ T-cells"
"6028","Monocytes"
"6029","Monocytes"
"6030","CD4+ T-cells"
"6031","Monocytes"
"6032","B-cells"
"6033","CD8+ T-cells"
"6034","CD8+ T-cells"
"6035","CD4+ T-cells"
"6036","CD8+ T-cells"
"6037","CD4+ T-cells"
"6038","Monocytes"
"6039","CD8+ T-cells"
"6040","Monocytes"
"6041","B-cells"
"6042","CD8+ T-cells"
"6043","B-cells"
"6044","NK cells"
"6045","Monocytes"
"6046","CD8+ T-cells"
"6047","CD8+ T-cells"
"6048","CD4+ T-cells"
"6049","CD4+ T-cells"
"6050","CD8+ T-cells"
"6051","CD4+ T-cells"
"6052","Monocytes"
"6053","NK cells"
"6054","Monocytes"
"6055","Monocytes"
"6056","CD8+ T-cells"
"6057","CD4+ T-cells"
"6058","NK cells"
"6059","Monocytes"
"6060","Monocytes"
"6061",NA
"6062","CD8+ T-cells"
"6063","Monocytes"
"6064","Monocytes"
"6065","B-cells"
"6066","CD8+ T-cells"
"6067","Monocytes"
"6068","CD4+ T-cells"
"6069","Monocytes"
"6070","NK cells"
"6071","CD8+ T-cells"
"6072","CD8+ T-cells"
"6073","Monocytes"
"6074","CD4+ T-cells"
"6075","CD8+ T-cells"
"6076","CD8+ T-cells"
"6077","CD4+ T-cells"
"6078","B-cells"
"6079","Monocytes"
"6080","CD8+ T-cells"
"6081","Monocytes"
"6082","B-cells"
"6083","NK cells"
"6084","B-cells"
"6085","Monocytes"
"6086","CD8+ T-cells"
"6087","CD8+ T-cells"
"6088","CD8+ T-cells"
"6089","CD8+ T-cells"
"6090","Monocytes"
"6091","CD8+ T-cells"
"6092","B-cells"
"6093","CD8+ T-cells"
"6094","CD4+ T-cells"
"6095","Monocytes"
"6096","Monocytes"
"6097","CD8+ T-cells"
"6098","Monocytes"
"6099","CD8+ T-cells"
"6100","CD8+ T-cells"
"6101","CD4+ T-cells"
"6102","CD8+ T-cells"
"6103","CD4+ T-cells"
"6104","CD8+ T-cells"
"6105","Monocytes"
"6106","Monocytes"
"6107","CD4+ T-cells"
"6108","Monocytes"
"6109","Monocytes"
"6110","CD8+ T-cells"
"6111","CD4+ T-cells"
"6112","CD8+ T-cells"
"6113","CD4+ T-cells"
"6114","CD4+ T-cells"
"6115","B-cells"
"6116","B-cells"
"6117","CD4+ T-cells"
"6118","B-cells"
"6119","CD8+ T-cells"
"6120","CD8+ T-cells"
"6121","CD8+ T-cells"
"6122","CD8+ T-cells"
"6123","B-cells"
"6124","Monocytes"
"6125","B-cells"
"6126","NK cells"
"6127","Monocytes"
"6128","CD8+ T-cells"
"6129","CD8+ T-cells"
"6130","CD8+ T-cells"
"6131","NK cells"
"6132","CD4+ T-cells"
"6133","CD8+ T-cells"
"6134","B-cells"
"6135","CD8+ T-cells"
"6136","CD4+ T-cells"
"6137","CD8+ T-cells"
"6138","Monocytes"
"6139","B-cells"
"6140","CD8+ T-cells"
"6141","Monocytes"
"6142","Monocytes"
"6143","CD8+ T-cells"
"6144","CD8+ T-cells"
"6145","B-cells"
"6146","CD4+ T-cells"
"6147","B-cells"
"6148","CD8+ T-cells"
"6149","CD8+ T-cells"
"6150","CD4+ T-cells"
"6151","Monocytes"
"6152","B-cells"
"6153","NK cells"
"6154","CD8+ T-cells"
"6155","CD4+ T-cells"
"6156","CD4+ T-cells"
"6157","B-cells"
"6158","NK cells"
"6159","Monocytes"
"6160","Monocytes"
"6161","CD8+ T-cells"
"6162","CD8+ T-cells"
"6163","CD8+ T-cells"
"6164","CD8+ T-cells"
"6165","CD4+ T-cells"
"6166","NK cells"
"6167","CD8+ T-cells"
"6168","CD8+ T-cells"
"6169","B-cells"
"6170","CD8+ T-cells"
"6171","Monocytes"
"6172","NK cells"
"6173","CD4+ T-cells"
"6174","CD8+ T-cells"
"6175","CD8+ T-cells"
"6176","Monocytes"
"6177","Monocytes"
"6178","CD8+ T-cells"
"6179","Monocytes"
"6180","CD8+ T-cells"
"6181","B-cells"
"6182","Monocytes"
"6183","CD8+ T-cells"
"6184","Monocytes"
"6185","CD4+ T-cells"
"6186","CD8+ T-cells"
"6187","Monocytes"
"6188","Monocytes"
"6189","Monocytes"
"6190","Monocytes"
"6191","CD4+ T-cells"
"6192","CD8+ T-cells"
"6193","CD8+ T-cells"
"6194","Monocytes"
"6195","CD4+ T-cells"
"6196","Monocytes"
"6197","CD8+ T-cells"
"6198","Monocytes"
"6199","B-cells"
"6200","B-cells"
"6201","B-cells"
"6202","Monocytes"
"6203","CD8+ T-cells"
"6204","CD8+ T-cells"
"6205","B-cells"
"6206","CD4+ T-cells"
"6207","CD8+ T-cells"
"6208","Monocytes"
"6209","CD4+ T-cells"
"6210","Monocytes"
"6211",NA
"6212","CD8+ T-cells"
"6213","CD8+ T-cells"
"6214","Monocytes"
"6215","CD4+ T-cells"
"6216","CD4+ T-cells"
"6217","CD8+ T-cells"
"6218","Monocytes"
"6219","B-cells"
"6220","CD8+ T-cells"
"6221","Monocytes"
"6222","CD8+ T-cells"
"6223","CD4+ T-cells"
"6224","NK cells"
"6225","Monocytes"
"6226","CD8+ T-cells"
"6227","CD8+ T-cells"
"6228","B-cells"
"6229","CD8+ T-cells"
"6230","CD4+ T-cells"
"6231","NK cells"
"6232","NK cells"
"6233","B-cells"
"6234","CD4+ T-cells"
"6235","CD8+ T-cells"
"6236","CD8+ T-cells"
"6237","CD8+ T-cells"
"6238","B-cells"
"6239","CD8+ T-cells"
"6240","B-cells"
"6241","B-cells"
"6242","CD8+ T-cells"
"6243","CD8+ T-cells"
"6244","Monocytes"
"6245","Monocytes"
"6246","B-cells"
"6247","CD8+ T-cells"
"6248","CD8+ T-cells"
"6249","CD8+ T-cells"
"6250","CD8+ T-cells"
"6251","B-cells"
"6252","B-cells"
"6253","CD4+ T-cells"
"6254","CD8+ T-cells"
"6255","Monocytes"
"6256","Monocytes"
"6257","CD8+ T-cells"
"6258","B-cells"
"6259","B-cells"
"6260","CD4+ T-cells"
"6261","CD4+ T-cells"
"6262","Monocytes"
"6263","CD4+ T-cells"
"6264","CD8+ T-cells"
"6265","CD8+ T-cells"
"6266","CD8+ T-cells"
"6267","CD8+ T-cells"
"6268","B-cells"
"6269","Monocytes"
"6270","CD8+ T-cells"
"6271","CD4+ T-cells"
"6272","NK cells"
"6273","CD8+ T-cells"
"6274","CD8+ T-cells"
"6275","NK cells"
"6276","CD4+ T-cells"
"6277","CD8+ T-cells"
"6278","Monocytes"
"6279","NK cells"
"6280","CD8+ T-cells"
"6281","B-cells"
"6282","CD8+ T-cells"
"6283","CD4+ T-cells"
"6284","Monocytes"
"6285","CD8+ T-cells"
"6286","CD8+ T-cells"
"6287","NK cells"
"6288","NK cells"
"6289","B-cells"
"6290","Monocytes"
"6291","CD8+ T-cells"
"6292","CD8+ T-cells"
"6293","Monocytes"
"6294","B-cells"
"6295","CD8+ T-cells"
"6296","Monocytes"
"6297","B-cells"
"6298","CD8+ T-cells"
"6299","Monocytes"
"6300","B-cells"
"6301","CD8+ T-cells"
"6302","NK cells"
"6303","Monocytes"
"6304","CD8+ T-cells"
"6305","Monocytes"
"6306","CD4+ T-cells"
"6307","B-cells"
"6308","CD8+ T-cells"
"6309","CD8+ T-cells"
"6310","CD8+ T-cells"
"6311","CD8+ T-cells"
"6312","CD8+ T-cells"
"6313","CD4+ T-cells"
"6314","B-cells"
"6315","CD8+ T-cells"
"6316","B-cells"
"6317","CD8+ T-cells"
"6318","CD8+ T-cells"
"6319","CD8+ T-cells"
"6320","CD8+ T-cells"
"6321","B-cells"
"6322","Monocytes"
"6323","Monocytes"
"6324","Monocytes"
"6325","B-cells"
"6326",NA
"6327","CD8+ T-cells"
"6328","CD4+ T-cells"
"6329","CD8+ T-cells"
"6330","CD8+ T-cells"
"6331","CD8+ T-cells"
"6332","B-cells"
"6333","CD8+ T-cells"
"6334","Monocytes"
"6335","CD4+ T-cells"
"6336","NK cells"
"6337","CD4+ T-cells"
"6338","CD4+ T-cells"
"6339","CD8+ T-cells"
"6340","CD4+ T-cells"
"6341","CD8+ T-cells"
"6342","CD8+ T-cells"
"6343","B-cells"
"6344","CD8+ T-cells"
"6345","B-cells"
"6346","B-cells"
"6347","CD4+ T-cells"
"6348","Monocytes"
"6349","CD8+ T-cells"
"6350","Monocytes"
"6351","CD4+ T-cells"
"6352","Monocytes"
"6353","CD4+ T-cells"
"6354","CD4+ T-cells"
"6355","CD4+ T-cells"
"6356","B-cells"
"6357","CD8+ T-cells"
"6358","CD8+ T-cells"
"6359","B-cells"
"6360","B-cells"
"6361","Monocytes"
"6362","CD8+ T-cells"
"6363","CD8+ T-cells"
"6364","B-cells"
"6365","CD4+ T-cells"
"6366","B-cells"
"6367","B-cells"
"6368","CD8+ T-cells"
"6369","CD8+ T-cells"
"6370","Monocytes"
"6371","CD8+ T-cells"
"6372","CD4+ T-cells"
"6373","CD4+ T-cells"
"6374","B-cells"
"6375","CD8+ T-cells"
"6376","Monocytes"
"6377","Monocytes"
"6378","CD8+ T-cells"
"6379","Monocytes"
"6380","Monocytes"
"6381","CD4+ T-cells"
"6382","Monocytes"
"6383","CD8+ T-cells"
"6384","Monocytes"
"6385","CD4+ T-cells"
"6386","CD4+ T-cells"
"6387","CD8+ T-cells"
"6388","B-cells"
"6389","CD8+ T-cells"
"6390","CD4+ T-cells"
"6391","B-cells"
"6392","CD8+ T-cells"
"6393","CD4+ T-cells"
"6394","NK cells"
"6395","CD8+ T-cells"
"6396","Monocytes"
"6397","B-cells"
"6398","Monocytes"
"6399","CD8+ T-cells"
"6400","Monocytes"
"6401","CD8+ T-cells"
"6402","B-cells"
"6403","CD4+ T-cells"
"6404","CD4+ T-cells"
"6405","CD8+ T-cells"
"6406","Monocytes"
"6407","CD8+ T-cells"
"6408","CD8+ T-cells"
"6409","CD8+ T-cells"
"6410","CD8+ T-cells"
"6411","CD8+ T-cells"
"6412","CD8+ T-cells"
"6413","B-cells"
"6414","Monocytes"
"6415","CD4+ T-cells"
"6416","Monocytes"
"6417","CD8+ T-cells"
"6418","CD8+ T-cells"
"6419","CD8+ T-cells"
"6420","Monocytes"
"6421","CD4+ T-cells"
"6422","CD8+ T-cells"
"6423","CD4+ T-cells"
"6424","CD8+ T-cells"
"6425","CD8+ T-cells"
"6426","CD8+ T-cells"
"6427","CD8+ T-cells"
"6428","CD8+ T-cells"
"6429","CD4+ T-cells"
"6430","B-cells"
"6431","B-cells"
"6432","CD4+ T-cells"
"6433","NK cells"
"6434","CD8+ T-cells"
"6435","CD8+ T-cells"
"6436","CD8+ T-cells"
"6437","CD8+ T-cells"
"6438","B-cells"
"6439","CD4+ T-cells"
"6440","B-cells"
"6441","CD8+ T-cells"
"6442","CD8+ T-cells"
"6443","B-cells"
"6444","NK cells"
"6445","CD8+ T-cells"
"6446","Monocytes"
"6447","CD8+ T-cells"
"6448","CD4+ T-cells"
"6449","CD8+ T-cells"
"6450","CD8+ T-cells"
"6451","CD4+ T-cells"
"6452","Monocytes"
"6453","Monocytes"
"6454","CD8+ T-cells"
"6455","Monocytes"
"6456","CD8+ T-cells"
"6457","CD4+ T-cells"
"6458","NK cells"
"6459","CD8+ T-cells"
"6460","Monocytes"
"6461","CD4+ T-cells"
"6462","CD8+ T-cells"
"6463","CD8+ T-cells"
"6464","B-cells"
"6465","CD4+ T-cells"
"6466","NK cells"
"6467","CD8+ T-cells"
"6468","CD8+ T-cells"
"6469","CD4+ T-cells"
"6470","CD8+ T-cells"
"6471","B-cells"
"6472","CD4+ T-cells"
"6473","CD8+ T-cells"
"6474","Monocytes"
"6475","CD4+ T-cells"
"6476","Monocytes"
"6477","B-cells"
"6478","CD8+ T-cells"
"6479","Monocytes"
"6480","NK cells"
"6481","Monocytes"
"6482","Monocytes"
"6483","CD8+ T-cells"
"6484","CD8+ T-cells"
"6485","Monocytes"
"6486","CD8+ T-cells"
"6487","CD4+ T-cells"
"6488","CD8+ T-cells"
"6489","CD8+ T-cells"
"6490","CD8+ T-cells"
"6491","NK cells"
"6492","CD4+ T-cells"
"6493","Monocytes"
"6494","CD4+ T-cells"
"6495","Monocytes"
"6496","CD8+ T-cells"
"6497","B-cells"
"6498","CD8+ T-cells"
"6499","CD8+ T-cells"
"6500","B-cells"
"6501","CD4+ T-cells"
"6502","CD4+ T-cells"
"6503","CD4+ T-cells"
"6504","CD8+ T-cells"
"6505","Monocytes"
"6506","CD8+ T-cells"
"6507","Monocytes"
"6508","CD4+ T-cells"
